run_label,question_id,question,topic,case_type,expected_behavior,expected_relevant_section,retrieval_method,answer_method,top_1_chunk_id,top_1_title,top_1_section,top_1_score,top_3_sections,retrieval_check_applicable,expected_section_in_top_3,confidence,confidence_reason,prompt_profile,cited_source_count,source_count,source_coverage_ratio,llm_provider,llm_model,prompt_tokens,output_tokens,thought_tokens,total_tokens,estimated_cost_usd,latency_seconds,answer,source_urls,error
gemini-strict-final,3,Hvenær telst söluhlutur vera gallaður samkvæmt lögunum?,skilgreining galla - lagaorð,legal_term,Svar á að útskýra hvenær söluhlutur telst gallaður.,16. gr. Gallar.,tfidf,gemini:gemini-3-flash-preview,2003048.html_007,Lög um neytendakaup,7. gr. Afhendingin.,0.23441469128051243,7. gr. Afhendingin. | 60. gr. Umönnun söluhlutar. | 15. gr. Eiginleikar söluhlutar.,True,False,medium,Að minnsta kosti ein heimild hefur gott vægi og svarið inniheldur tilvísanir.,strict,1,3,0.3333,gemini,gemini-3-flash-preview,1647,172,596,2415,,4.566,"Söluhlutur telst gallaður ef hann fullnægir ekki þeim kröfum um tegund, magn, gæði og aðra eiginleika sem leiðir af samningi [3]. Ef ekki er um annað samið verður hluturinn að henta í þeim tilgangi sem sambærilegir hlutir eru venjulega notaðir til og hafa þá endingu sem neytandi mátti vænta við kaupin [3]. Einnig skal hluturinn vera í forsvaranlegum umbúðum, uppfylla opinberar lagakröfur og vera laus við réttindi þriðja manns, svo sem veðrétt [3].

Heimildir: [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,3,Hvenær telst söluhlutur vera gallaður samkvæmt lögunum?,skilgreining galla - lagaorð,legal_term,Svar á að útskýra hvenær söluhlutur telst gallaður.,16. gr. Gallar.,bm25,gemini:gemini-3-flash-preview,2003048.html_026,Lög um neytendakaup,26. gr. Úrræði neytanda vegna galla.,10.833789468256034,26. gr. Úrræði neytanda vegna galla. | 16. gr. Gallar. | 17. gr. Hlutur seldur „í því ástandi sem hann er“. Sala á uppboði.,True,True,high,Sterkustu heimildirnar hafa hátt vægi og svarið vísar í fleiri en eina heimild.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,1676,222,1141,3039,,6.381,"Söluhlutur telst gallaður ef hann er ekki í samræmi við lögmætar kröfur, ef nauðsynlegar leiðbeiningar um notkun vantar, eða ef hann svarar ekki til upplýsinga sem gefnar voru við markaðssetningu [2]. Hann telst einnig gallaður ef seljandi vanrækir að gefa mikilvægar upplýsingar sem ætla má að hafi haft áhrif á kaupin [2]. Jafnvel þótt hlutur sé seldur í því ástandi sem hann er, telst hann gallaður ef ástandið er verra en neytandi hafði ástæðu til að ætla miðað við kaupverð [3]. Neytandi getur þó ekki borið fyrir sig galla sem hann vissi eða mátti vita um við kaupin [2].

Heimildir: [2], [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,3,Hvenær telst söluhlutur vera gallaður samkvæmt lögunum?,skilgreining galla - lagaorð,legal_term,Svar á að útskýra hvenær söluhlutur telst gallaður.,16. gr. Gallar.,rrf-icebert-bm25,gemini:gemini-3-flash-preview,2003048.html_018,Lög um neytendakaup,18. gr. Tímamark galla.,0.032018442622950824,18. gr. Tímamark galla. | 17. gr. Hlutur seldur „í því ástandi sem hann er“. Sala á uppboði. | 16. gr. Gallar.,True,True,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,3,3,1.0,gemini,gemini-3-flash-preview,1763,253,1025,3041,,7.082,"Söluhlutur telst gallaður ef hann samræmist ekki kröfum í lögum, ef nauðsynlegar upplýsingar um notkun og umönnun fylgja honum ekki eða ef hann svarar ekki til þeirra upplýsinga sem gefnar voru við markaðssetningu [3]. Hlutur telst einnig gallaður ef seljandi vanrækir að gefa mikilvægar upplýsingar eða ef ástand hans er verra en neytandi hafði ástæðu til að ætla miðað við kaupverð, jafnvel þótt hluturinn sé seldur „í því ástandi sem hann er“ [2], [3]. Við mat á galla skal miða við það tímamark þegar áhættan af hlutnum flyst til neytanda, en galli sem kemur fram innan sex mánaða telst að jafnaði hafa verið til staðar við afhendingu [1].

Heimildir: [1], [2], [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,3,Hvenær telst söluhlutur vera gallaður samkvæmt lögunum?,skilgreining galla - lagaorð,legal_term,Svar á að útskýra hvenær söluhlutur telst gallaður.,16. gr. Gallar.,rrf-bge-m3-bm25,gemini:gemini-3-flash-preview,2003048.html_026,Lög um neytendakaup,26. gr. Úrræði neytanda vegna galla.,0.03252247488101534,26. gr. Úrræði neytanda vegna galla. | 17. gr. Hlutur seldur „í því ástandi sem hann er“. Sala á uppboði. | 16. gr. Gallar.,True,True,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,1676,290,1538,3504,,8.791,"Söluhlutur telst gallaður ef hann svarar ekki til þeirra upplýsinga sem seljandi gaf við markaðssetningu eða ef seljandi vanrækti að gefa mikilvægar upplýsingar sem ætla má að hafi haft áhrif á kaupin [3]. Einnig telst hlutur gallaður ef nauðsynlegar upplýsingar um notkun, samsetningu eða umönnun fylgja ekki með [3]. Jafnvel þótt hlutur sé seldur „í því ástandi sem hann er“ telst hann gallaður ef ástand hans er verra en neytandi hafði ástæðu til að ætla miðað við verð og önnur atvik [2]. Neytandi getur þó ekki borið fyrir sig galla sem hann vissi eða mátti vita um við kaupin, eða galla sem rekja má til efniviðar frá neytandanum sjálfum [3].

Þetta svar er byggt á fyrirliggjandi heimildum og skal ekki litið á það sem endanlega lögfræðiráðgjöf.

Heimildir: [2], [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,3,Hvenær telst söluhlutur vera gallaður samkvæmt lögunum?,skilgreining galla - lagaorð,legal_term,Svar á að útskýra hvenær söluhlutur telst gallaður.,16. gr. Gallar.,rrf-bge-m3-bm25-rerank,gemini:gemini-3-flash-preview,2003048.html_016,Lög um neytendakaup,16. gr. Gallar.,0.9984075427055359,16. gr. Gallar. | 17. gr. Hlutur seldur „í því ástandi sem hann er“. Sala á uppboði. | 18. gr. Tímamark galla.,True,True,high,Sterkustu heimildirnar hafa hátt vægi og svarið vísar í fleiri en eina heimild.,strict,3,3,1.0,gemini,gemini-3-flash-preview,1763,311,778,2852,,11.132,"Söluhlutur telst gallaður ef hann er ekki í samræmi við kröfur í lögum, ef nauðsynlegar upplýsingar um notkun eða uppsetningu fylgja ekki eða ef hann svarar ekki til upplýsinga sem gefnar voru við markaðssetningu [1]. Einnig telst hlutur gallaður ef seljandi vanrækir að gefa upplýsingar um atriði sem hann hlaut að þekkja og ætla má að hafi haft áhrif á kaupin [1]. Þótt hlutur sé seldur „í því ástandi sem hann er“ telst hann gallaður ef ástand hans er verra en neytandi hafði ástæðu til að ætla miðað við kaupverð og önnur atvik [2]. Mat á galla miðast við það tímamark þegar áhættan af hlutnum fluttist til neytanda, en galli sem kemur fram innan sex mánaða telst jafnaðarlega hafa verið til staðar við afhendingu [3]. Neytandi getur þó ekki borið fyrir sig galla sem hann vissi eða mátti vita um við kaupin [1].

Heimildir: [1], [2], [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,4,Hvenær er vara ekki í lagi samkvæmt neytendalögum?,skilgreining galla - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en án hugtaksins söluhlutur.",16. gr. Gallar.,tfidf,gemini:gemini-3-flash-preview,2016016.html_022,Lög um neytendasamninga,22. gr. Skyldur neytanda ef fallið er frá samningi um afhendingu vöru.,0.38703322665043627,22. gr. Skyldur neytanda ef fallið er frá samningi um afhendingu vöru. | [16. gr. | 17. gr. Tengdir lánssamningar.,True,False,high,Sterkustu heimildirnar hafa hátt vægi og svarið vísar í fleiri en eina heimild.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,1838,161,618,2617,,4.381,"Vara telst ekki vera í samræmi við samning ef hún er ekki afhent eða aðeins afhent að hluta til [3]. Einnig verða að fylgja fullnægjandi skriflegar leiðbeiningar á íslensku, ensku eða Norðurlandamáli (að finnsku undanskilinni) um eiginleika vörunnar, svo sem notagildi, endingu og öryggi [2]. Heimildabrotin veita að öðru leyti ekki tæmandi upplýsingar um hvenær vara telst gölluð í skilningi neytendalaga.

Heimildir: [2], [3]",https://www.althingi.is/lagas/nuna/2016016.html | https://www.althingi.is/lagas/nuna/2005057.html | https://www.althingi.is/lagas/nuna/2013033.html,
gemini-strict-final,4,Hvenær er vara ekki í lagi samkvæmt neytendalögum?,skilgreining galla - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en án hugtaksins söluhlutur.",16. gr. Gallar.,bm25,gemini:gemini-3-flash-preview,2016016.html_022,Lög um neytendasamninga,22. gr. Skyldur neytanda ef fallið er frá samningi um afhendingu vöru.,9.862423281115198,22. gr. Skyldur neytanda ef fallið er frá samningi um afhendingu vöru. | 25. gr. Ágengar söluaðferðir. | 3. gr.,True,False,low,Svarið segir sjálft að heimildirnar nægi ekki.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,1663,160,1175,2998,,6.905,"Ég finn ekki nægar upplýsingar í heimildunum til að svara þessu örugglega.

Heimildabrotin fjalla um rétt neytenda til að falla frá samningi og skyldur þeirra við skil á vöru [1]. Þar kemur einnig fram að óheimilt sé að senda neytanda vöru sem hann hefur ekki pantað [2]. Hins vegar er ekki tilgreint í þessum textum hvenær vara telst gölluð eða á annan hátt „ekki í lagi“ hvað varðar gæði eða eiginleika.

Heimildir: [1], [2]",https://www.althingi.is/lagas/nuna/2016016.html | https://www.althingi.is/lagas/nuna/2016016.html | https://www.althingi.is/lagas/nuna/2005057.html,
gemini-strict-final,4,Hvenær er vara ekki í lagi samkvæmt neytendalögum?,skilgreining galla - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en án hugtaksins söluhlutur.",16. gr. Gallar.,rrf-icebert-bm25,gemini:gemini-3-flash-preview,2016016.html_022,Lög um neytendasamninga,22. gr. Skyldur neytanda ef fallið er frá samningi um afhendingu vöru.,0.031099324975891997,22. gr. Skyldur neytanda ef fallið er frá samningi um afhendingu vöru. | [10. gr. | 17. gr. Tengdir lánssamningar.,True,False,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,1999,161,1304,3464,,7.695,"Vara telst ekki í lagi ef hún er ekki afhent, er aðeins afhent að hluta eða er ekki í samræmi við samning um afhendingu hennar [3]. Jafnframt ber fyrirtækjum að veita upplýsingar um helstu eiginleika vörunnar við markaðssetningu svo ljóst sé hverju megi búast við [2]. Ég finn ekki nægar upplýsingar í heimildunum til að svara því tæmandi hvaða aðrar aðstæður valda því að vara telst ekki í lagi samkvæmt neytendalögum.

Heimildir: [2], [3]",https://www.althingi.is/lagas/nuna/2016016.html | https://www.althingi.is/lagas/nuna/2005057.html | https://www.althingi.is/lagas/nuna/2013033.html,
gemini-strict-final,4,Hvenær er vara ekki í lagi samkvæmt neytendalögum?,skilgreining galla - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en án hugtaksins söluhlutur.",16. gr. Gallar.,rrf-bge-m3-bm25,gemini:gemini-3-flash-preview,2003048.html_003,Lög um neytendakaup,3. gr. Lögin eru ófrávíkjanleg.,0.02904040404040404,3. gr. Lögin eru ófrávíkjanleg. | 3. gr. Lögin eru ófrávíkjanleg. | 25. gr. Ágengar söluaðferðir.,True,False,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,3,3,1.0,gemini,gemini-3-flash-preview,990,154,1455,2599,,7.935,"Samkvæmt heimildunum er óheimilt að senda neytanda vöru sem hann hefur ekki pantað ef krefjast á greiðslu fyrir hana [3]. Þá er óheimilt að semja um eða bera fyrir sig kjör sem eru neytanda óhagstæðari en lög kveða á um [1][2]. Ég finn ekki nægar upplýsingar í heimildunum til að svara því örugglega hvenær vara telst að öðru leyti gölluð eða í hvaða ástandi hún á að vera.

Heimildir: [1], [2], [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2016016.html | https://www.althingi.is/lagas/nuna/2016016.html,
gemini-strict-final,4,Hvenær er vara ekki í lagi samkvæmt neytendalögum?,skilgreining galla - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en án hugtaksins söluhlutur.",16. gr. Gallar.,rrf-bge-m3-bm25-rerank,gemini:gemini-3-flash-preview,2013033.html_019,Lög um neytendalán,17. gr. Tengdir lánssamningar.,0.1854131817817688,17. gr. Tengdir lánssamningar. | [16. gr. | 3. gr.,True,False,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,1829,191,939,2959,,11.208,"Samkvæmt framlögðum heimildum telst vara ekki í lagi ef hún er ekki afhent, er aðeins afhent að hluta eða er ekki í samræmi við samning um afhendingu [1]. Einnig verða að fylgja fullnægjandi skriflegar leiðbeiningar á íslensku, ensku eða ákveðnum Norðurlandamálum ef þeirra er þörf til að meta notagildi, endingu eða hættu sem af vöru getur stafað [2]. Ef vara uppfyllir ekki samning getur neytandi átt rétt á að beita úrræðum gagnvart seljanda eða lánveitanda við tilteknar aðstæður [1].

Heimildir: [1], [2]",https://www.althingi.is/lagas/nuna/2013033.html | https://www.althingi.is/lagas/nuna/2005057.html | https://www.althingi.is/lagas/nuna/2005057.html,
